4,6,3,8,7,2,5,9,1
2,7,1,9,3,5,4,6,8
8,5,9,4,6,1,3,2,7
7,8,6,5,9,4,2,1,3
9,4,2,6,1,3,7,8,5
3,1,5,2,8,7,9,4,6
1,2,4,3,5,6,8,7,9
5,9,7,1,4,8,6,3,2
6,3,8,7,2,9,1,5,4
